INSTNM,CITY,STATE,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL,TUITIONFEE_IN,TUITIONFEE_OUT
Compu-Med Vocational Careers Corp,Hialeah,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Advantage Technical College,Manati,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mid Cities Barber College,Grand Prairie,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Midwestern University-Glendale,Glendale,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oregon Coast Community College,Newport,OR,NULL,NULL,NULL,NULL,NULL,NULL,4716,8640
Gwinnett College-Sandy Springs,Sandy Springs,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mildred Elley-Pittsfield Campus,Pittsfield,MA,NULL,NULL,NULL,NULL,NULL,NULL,15301,15301
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,0.6198,NULL,NULL,NULL,NULL,NULL,9912,9912
Merkaz Bnos-Business School,Brooklyn,NY,0.8969,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CET-Alexandria,Alexandria,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Norfolk,Norfolk,VA,NULL,NULL,NULL,NULL,NULL,NULL,16757,16757
Centura College-Richmond Main,North Chesterfield,VA,NULL,NULL,NULL,NULL,NULL,NULL,16637,16637
Osceola Technical College,Kissimmee,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Miami Ad School,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,19400,19400
Green Country Technology Center,Okmulgee,OK,0.8462,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nova College de Puerto Rico,Bayamon,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
John Wesley International Barber and Beauty College,Long Beach,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Lawton,Lawton,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southeastern College-West Palm Beach,West Palm Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,20246,20246
Ottawa University-Milwaukee,Brookfield,WI,NULL,NULL,NULL,NULL,NULL,1017,NULL,NULL
Klamath Community College,Klamath Falls,OR,NULL,NULL,NULL,NULL,NULL,NULL,4425,6999
L3Harris,Sanford,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American College of Acupuncture and Oriental Med,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AOMA Graduate School of Integrative Medicine,Austin,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Urban College of Boston,Boston,MA,NULL,NULL,NULL,NULL,NULL,NULL,7124,7124
Strayer University-Maryland,Suitland,MD,NULL,NULL,NULL,NULL,NULL,NULL,13515,13515
Empire Beauty School-Bordentown,Bordentown,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Monroeville,Monroeville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southern Careers Institute-San Antonio,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cayce/Reilly School of Massage,Virginia Beach,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Creative Center,Omaha,NE,0.963,NULL,NULL,NULL,NULL,NULL,27700,27700
Studio Jewelers,New York,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Praxis Institute,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
San Juan Bautista School of Medicine,Caguas,PR,0.8148,NULL,NULL,NULL,NULL,NULL,9172,15022
Texas Health and Science University,Austin,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carver Career Center,Charleston,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY,0.6154,NULL,NULL,NULL,NULL,NULL,11515,11515
Clearfield County Career and Technology Center,Clearfield,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Colegio de Cinematografia Artes y Television,Bayamon,PR,NULL,NULL,NULL,NULL,NULL,NULL,6660,6660
Delaware County Technical School-Practical Nursing Program,Broomall,PA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mid-Del Technology Center,Midwest City,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New York Institute of Massage Inc,Williamsville,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jolie Hair and Beauty Academy-Ludlow,Ludlow,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dutchess BOCES-Practical Nursing Program,Poughkeepsie,NY,0.5065,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Escuela Tecnica de Electricidad,Ponce,PR,NULL,NULL,NULL,NULL,NULL,NULL,10395,10395
Institute of Technology,Clovis,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Garnet Career Center,Charleston,WV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bristol Technical Education Center,Bristol,CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Genesee Valley BOCES-Practical Nursing Program,Batavia,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Henrico County-Saint Marys Hospital School of Practical Nursing,Henrico,VA,0.4803,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Herkimer County BOCES-Practical Nursing Program,Ilion,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International Beauty College,Garland,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cape Coral Technical College,Cape Coral,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UPMC Mercy School of Nursing,Pittsburgh,PA,0.6667,NULL,NULL,NULL,NULL,NULL,15545,15545
Ocean County Vocational-Technical School,Toms River,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trinity College of Puerto Rico,Ponce,PR,NULL,NULL,NULL,NULL,NULL,NULL,7678,7678
Yeshiva of the Telshe Alumni,Riverdale,NY,0.375,NULL,NULL,NULL,NULL,NULL,9850,9850
Northeast Technology Center-Kansas,Kansas,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Rock Hill,Rock Hill,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Phoenix-Washington,Tukwila,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CET-El Paso,El Paso,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Appalachian School of Law,Grundy,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Ontario,Ontario,CA,NULL,NULL,NULL,NULL,NULL,NULL,14354,14354
Delaware College of Art and Design,Wilmington,DE,0.7143,NULL,NULL,NULL,NULL,NULL,25770,25770
American University of Health Sciences,Signal Hill,CA,NULL,NULL,NULL,NULL,NULL,NULL,23329,23329
Career Networks Institute,Santa Ana,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Monty Tech,Fitchburg,MA,0.9268,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Okaloosa Technical College,Fort Walton Beach,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Lincoln,Lincoln,RI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wayne County Schools Career Center,Smithville,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Blessing Hospital School of Medical Laboratory Technology,Quincy,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carolinas College of Health Sciences,Charlotte,NC,0.3529,460,620,510,630,1115,14812,14812
Western Governors University,Salt Lake City,UT,NULL,NULL,NULL,NULL,NULL,NULL,6670,6670
California Aeronautical University,Bakersfield,CA,NULL,NULL,NULL,NULL,NULL,NULL,31716,31716
Herzing University-New Orleans,Metairie,LA,0.7368,NULL,NULL,NULL,NULL,NULL,14200,14200
Florida Gulf Coast University,Fort Myers,FL,0.6667,540,620,520,590,1142,6118,25162
Harris School of Business-Sanford Campus,Sanford,ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Little Priest Tribal College,Winnebago,NE,NULL,NULL,NULL,NULL,NULL,NULL,5140,5140
South Louisiana Community College,Lafayette,LA,NULL,NULL,NULL,NULL,NULL,NULL,4205,7810
Pima Medical Institute-Chula Vista,Chula Vista,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lincoln College of Technology-Marietta,Marietta,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Academy of Hair Design-Lufkin,Lufkin,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pathway Vocational Academy,Beaumont,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Anson College of Cosmetology,Wadesboro,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cortiva Institute-Baltimore,Linthicum,MD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Toni & Guy Hairdressing Academy-Worcester,Worcester,MA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northwest HVAC/R Training Center,Spokane,WA,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Myotherapy Institute,Lincoln,NE,NULL,NULL,NULL,NULL,NULL,NULL,16750,16750
Florida College of Integrative Medicine,Orlando,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New Professions Technical Institute,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strand College of Hair Design,Myrtle Beach,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Branford Hall Career Institute-Southington Campus,Southington,CT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
City College-Miami,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,14539,14539
Ilisagvik College,Barrow,AK,NULL,NULL,NULL,NULL,NULL,NULL,4300,4300
Community College of Baltimore County,Baltimore,MD,NULL,NULL,NULL,NULL,NULL,NULL,4354,10464
Florida Coastal School of Law,Jacksonville,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
White Earth Tribal and Community College,Mahnomen,MN,NULL,NULL,NULL,NULL,NULL,NULL,4232,4232
Blue Cliff College-Metairie,Metairie,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Creative Images Institute of Cosmetology-North Dayton,Dayton,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dewey University-Carolina,Carolina,PR,NULL,NULL,NULL,NULL,NULL,NULL,7495,7495
Yeshiva College of the Nations Capital,Silver  Spring,MD,NULL,NULL,NULL,NULL,NULL,NULL,10600,10600
Louisiana State University Health Sciences Center-Shreveport,Shreveport,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hair Academy II,Hillcrest Heights,MD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mr Leon's School of Hair Design-Lewiston,Lewiston,ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southwest Acupuncture College-Boulder,Boulder,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
River Parishes Community College,Gonzales,LA,NULL,NULL,NULL,NULL,NULL,NULL,4079,8123
Los Angeles Film School,Hollywood,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Century College,San Juan,PR,NULL,NULL,NULL,NULL,NULL,NULL,7275,7275
FINE Mortuary College,Norwood,MA,NULL,NULL,NULL,NULL,NULL,NULL,20520,20520
International Baptist College and Seminary,Chandler,AZ,NULL,NULL,NULL,NULL,NULL,NULL,11850,11850
Gwinnett College,Raleigh,NC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fortis College-Foley,Foley,AL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Medical Training College,Baton Rouge,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Toni & Guy Hairdressing Academy-Plano,Plano,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Connecticut-Waterbury Campus,Waterbury,CT,0.9497,490,610,500,590,1249,14638,37306
University of Connecticut-Avery Point,Groton,CT,0.9418,510,610,500,590,1249,14638,37306
University of Connecticut-Stamford,Stamford,CT,0.9133,510,610,500,600,1249,14648,37316
University of Management and Technology,Arlington,VA,NULL,NULL,NULL,NULL,NULL,NULL,9450,9450
Baton Rouge Community College,Baton Rouge,LA,NULL,NULL,NULL,NULL,NULL,NULL,4221,8299
IYRS School of Technology & Trades,Newport,RI,0.3366,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Linfield University-School of Nursing,Portland,OR,NULL,NULL,NULL,NULL,NULL,1140,NULL,NULL
Linfield University-Online and Continuing Education,McMinnville,OR,NULL,NULL,NULL,NULL,NULL,1140,NULL,NULL
Midwest Technical Institute-Springfield,Springfield,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Advanced Barber College and Hair Design,Weslaco,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The College of Health Care Professions-Austin,Austin,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Monteclaro Escuela de Hoteleria y Artes Culinarias,Rio Grande,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New Community Career & Technical Institute,Newark,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chicago School of Professional Psychology - College of Nursing,Richardson,TX,0.0599,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Professional Golfers Career College,Temecula,CA,NULL,NULL,NULL,NULL,NULL,NULL,16844,16844
Chester Career College,CHESTER,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Milan Institute-San Antonio Ingram,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stevens-Henager College,Murray,UT,NULL,NULL,NULL,NULL,NULL,NULL,14585,14585
Brookline College-Tucson,Tucson,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-McCann-Lewisburg,Lewisburg,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cortiva Institute-Maitland,Maitland,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Modern Hairstyling Institute-Carolina,Carolina,PR,0.9412,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Stratford University,Alexandria,VA,NULL,NULL,NULL,NULL,NULL,NULL,15135,15135
Universal Technical Institute of California Inc,Rancho Cucamonga,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American InterContinental University-Atlanta,Atlanta,GA,NULL,NULL,NULL,NULL,NULL,NULL,12768,12768
The Academy of Hair Design Six,Hattiesburg,MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eastern West Virginia Community and Technical College,Moorefield,WV,NULL,NULL,NULL,NULL,NULL,NULL,3552,6936
Aviation Institute of Maintenance-Indianapolis,Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,NULL,16757,16757
Remington College-Little Rock Campus,Little Rock,AR,NULL,NULL,NULL,NULL,NULL,NULL,14182,14182
IVAEM College,Caguas,PR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Midwest College of Oriental Medicine-Evanston,Evanston,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carrington College-Spokane,Spokane,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pierce College-Puyallup,Lakewood,WA,NULL,NULL,NULL,NULL,NULL,NULL,4148,4590
Cascadia College,Bothell,WA,NULL,NULL,NULL,NULL,NULL,NULL,4055,9435
Johnson & Wales University-Denver,Denver,CO,0.8791,NULL,NULL,NULL,NULL,NULL,33404,33404
CBD College,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
East West College of Natural Medicine,Sarasota,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MDT College of Health Sciences,Highland Heights,OH,0.7989,NULL,NULL,NULL,NULL,NULL,27036,27036
Bennett Career Institute,Washington,DC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Blue Cliff College-Lafayette,Lafayette,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Quest College,San Antonio,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Community Care College,Tulsa,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Erie 1 BOCES,West Seneca,NY,0.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL
HDS Truck Driving Institute,Tucson,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International Training Careers,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The King's University,Southlake,TX,0.7442,485,570,464,574,1091,15450,15450
Fortis College-Baton Rouge,Baton Rouge,LA,NULL,NULL,NULL,NULL,NULL,NULL,14889,14889
My Le's Beauty College,Sacramento,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New Concept Massage and Beauty School,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New York College of Traditional Chinese Medicine,Mineola,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fortis College-Orange Park,Orange Park,FL,NULL,NULL,NULL,NULL,NULL,NULL,15411,15411
Northeastern Seminary,Rochester,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Omega Institute of Cosmetology,Houma,LA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pacific Islands University,Mangilao,GU,0.7647,NULL,NULL,NULL,NULL,NULL,5428,5428
PCI College,Cerritos,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rosedale Bible College,Irwin,OH,NULL,NULL,NULL,NULL,NULL,NULL,8756,8756
Seattle Institute of East Asian Medicine,Seattle,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Shawnee Beauty College,Shawnee,OK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Acupuncture and Massage College,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,10873,10873
Universal Therapeutic Massage Institute,Albuquerque,NM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Upper Valley Educators Institute,Lebanon,NH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Keck Graduate Institute,Claremont,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Atlanta,Duluth,GA,NULL,NULL,NULL,NULL,NULL,NULL,16657,16657
Empire Beauty School-Kennesaw,Kennesaw,GA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Huntingdon County Career and Technology Center,Mill Creek,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Missouri College of Cosmetology North,Springfield,MO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
New York Automotive and Diesel Institute,Jamaica,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Remington College-Baton Rouge Campus,Baton Rouge,LA,NULL,NULL,NULL,NULL,NULL,NULL,17213,17213
New Saint Andrews College,Moscow,ID,NULL,NULL,NULL,NULL,NULL,NULL,13150,13150
Arkansas State University-Newport,Newport,AR,NULL,NULL,NULL,NULL,NULL,NULL,2913,4305
Marlboro College Graduate & Professional Studies,Marlboro,VT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Atenas College,Manati,PR,NULL,NULL,NULL,NULL,NULL,NULL,7370,7370
Onondaga Cortland Madison BOCES,Liverpool,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
National American University-Ellsworth AFB Extension,Ellsworth Air Force Base,SD,NULL,NULL,NULL,NULL,NULL,NULL,6075,6075
National American University-Albuquerque West,Albuquerque,NM,NULL,NULL,NULL,NULL,NULL,NULL,15000,15000
Interactive College of Technology,Pasadena,TX,NULL,NULL,NULL,NULL,NULL,NULL,9890,9890
Pillar College,Newark,NJ,NULL,NULL,NULL,NULL,NULL,NULL,22756,22756
Miami Ad School-San Francisco,San Francisco,CA,NULL,NULL,NULL,NULL,NULL,NULL,19400,19400
Oregon State University-Cascades Campus,Bend,OR,0.7745,538,660,520,623,1200,10638,30558
Milan Institute-Amarillo,Amarillo,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southern University Law Center,Baton Rouge,LA,NULL,NULL,NULL,NULL,NULL,999,NULL,NULL
Texas Barber College,Houston,TX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Charleston,Charleston,SC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Career College-Anaheim,Anaheim,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Saginaw Chippewa Tribal College,Mount Pleasant,MI,NULL,NULL,NULL,NULL,NULL,NULL,2210,2210
Richmont Graduate University,Chattanooga,TN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Seattle School of Theology & Psychology,Seattle,WA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northwest College-Hillsboro,Hillsboro,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
East Valley Institute of Technology,Mesa,AZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
West Coast Ultrasound Institute,Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,NULL,18600,18600
Irell & Manella Graduate School of Biological Sciences at City of Hope,Duarte,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Design's School of Cosmetology,Paso Robles,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Harris School of Business-Wilmington Campus,Wilmington,DE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ultimate Medical Academy,Clearwater,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Florida Barber Academy,Plantation,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M-DCPS The English Center,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Florida Education Institute,Miami,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Texas County Technical College,Houston,MO,0.8333,NULL,NULL,NULL,NULL,NULL,17546,17546
Aviation Institute of Maintenance-Kansas City,Kansas City,MO,NULL,NULL,NULL,NULL,NULL,NULL,16757,16757
Blue Cliff College-Gulfport,Gulfport,MS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Institute for Therapeutic Massage,HASKELL,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Metropolitan Learning Institute,Rego Park,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Orleans Niagara BOCES-Practical Nursing Program,Sanborn,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yeshiva Shaarei Torah of Rockland,Suffern,NY,0.44,NULL,NULL,NULL,NULL,NULL,13750,13750
Leon Studio One School of Beauty Knowledge,Williamsville,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
American Institute of Alternative Medicine,Columbus,OH,0.8039,NULL,NULL,NULL,NULL,NULL,14338,14338
Brown Aveda Institute-Mentor,Mentor,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Institute of Technology,Salem,OR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Susquehanna County Career and Technology Center,Springville,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Universidad Pentecostal Mizpa,Rio Piedras,PR,NULL,NULL,NULL,NULL,NULL,NULL,4220,4220
Caribbean Forensic and Technical College,San Juan,PR,NULL,NULL,NULL,NULL,NULL,NULL,6585,6585
Concorde Career College-Grand Prairie,Grand Prairie,TX,0.9832,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lamar Institute of Technology,Beaumont,TX,NULL,NULL,NULL,NULL,NULL,NULL,3602,13730
Aviation Institute of Maintenance-Dallas,Irving,TX,NULL,NULL,NULL,NULL,NULL,NULL,16757,16757
Healing Mountain Massage School,Salt Lake City,UT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Eastern Virginia Career College,Fredericksburg,VA,0.6389,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rudy & Kelly Academy A Paul Mitchell Partner School,Virginia Beach,VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nevada State College,Henderson,NV,0.848,NULL,NULL,NULL,NULL,NULL,5663,18162
California State University-Channel Islands,Camarillo,CA,0.8579,NULL,NULL,NULL,NULL,NULL,6802,18682
Franklin W Olin College of Engineering,Needham,MA,0.1569,700,760,760,800,1522,55500,55500
Won Institute of Graduate Studies,Glenside,PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Paramus,Paramus,NJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pima Medical Institute-Colorado Springs,Colorado Springs,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Phoenix-Illinois,Chicago,IL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Birthwise Midwifery School,Bridgton,ME,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Costa Mesa,Costa Mesa,CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ave Maria School of Law,Naples,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tulsa Welding School-Jacksonville,Jacksonville,FL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania College of Health Sciences,Lancaster,PA,0.7824,NULL,NULL,NULL,NULL,NULL,29320,29320
West Virginia Junior College-Bridgeport,Bridgeport,WV,NULL,NULL,NULL,NULL,NULL,NULL,12874,12874
Antioch University-PhD Program in Leadership and Change,Yellow Springs,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
St Louis College of Health Careers-Fenton,Fenton,MO,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Interactive College of Technology-Gainesville,Gainesville,GA,NULL,NULL,NULL,NULL,NULL,NULL,10850,10850
Alaska Christian College,Soldotna,AK,NULL,NULL,NULL,NULL,NULL,NULL,8214,8214
Grantham University,Lenexa,KS,NULL,NULL,NULL,NULL,NULL,NULL,8280,8280
Carrington College-Albuquerque,Albuquerque,NM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
